,01 vs 02,01 vs 18,04 vs 18,00 vs 02,04 vs 08,08 vs 18,01 vs 08,02 vs 18,02 vs 04,00 vs 01,00 vs 08,02 vs 08,01 vs 04,00 vs 18,00 vs 04
KBTBD6,0.19474778,0.10678839,-0.080294356,0.053232454,-0.001306267,-0.061264124,0.18523937,-0.06312508,-0.013868612,-0.14752248,0.068271205,-0.018923335,0.17298807,-0.007141416,0.06426371
AGR3,-0.1984896,0.3276866,0.51469564,-0.26352564,0.16295047,0.35014176,-0.012973032,0.51894313,0.026186423,-0.06330865,-0.0994646,0.1734371,-0.1575425,0.2689414,-0.24558781
AL161729.4,-0.11946525,0.13328713,0.49012485,-0.46399593,0.09360615,0.40865877,-0.2924376,0.27793783,-0.22342436,-0.35893703,-0.63591194,-0.12882368,-0.37470636,-0.2115134,-0.6982163
BRD7P4,0.17631547,1.3324988,1.1313773,0.13420495,0.39784446,0.7381301,0.55366766,1.1433512,0.012970624,-0.044767138,0.53054285,0.41159442,0.16006574,1.3257017,0.18483202
AC105285.1,0.04643998,0.5809904,0.47796875,0.006663166,0.18904981,0.2953738,0.2990161,0.551555,0.06582586,-0.036756817,0.25103235,0.22793779,0.11510812,0.5775611,0.07822116
AC008870.2,-0.14342164,-0.6318346,0.020686416,-0.6926719,-0.12927912,0.17842573,-0.84171593,-0.4911889,-0.5397042,-0.5513451,-1.3595506,-0.6741569,-0.6992848,-1.1724286,-1.2206359
AC097641.3,-0.24630924,-0.26868695,0.42857274,-0.71237624,-0.118735425,0.5845165,-0.8600368,-0.041557185,-0.44644737,-0.45039317,-1.3164929,-0.57761014,-0.7026844,-0.7090507,-1.1580598
ZNF365,-0.01388231,-0.71775645,-0.53148925,-0.16295588,-0.2767509,-0.2643937,-0.51121444,-0.7120704,-0.19148262,-0.14069267,-0.60698205,-0.45988882,-0.19256392,-0.86218506,-0.34831268
AL354707.3,-0.13717416,-0.17674273,-0.15399674,-0.03609025,-0.25003636,0.106870316,-0.25579098,-0.034271095,0.1347664,0.09593803,-0.1797189,-0.099121384,0.010499812,-0.085753754,0.080198966
FANCG,0.028139396,0.32489872,0.23889087,0.03951882,0.2384595,-0.030309146,0.30919275,0.28596368,0.052839186,0.005005243,0.33967373,0.28673446,0.080607824,0.3203618,0.09950607
AL645931.1,-0.53030485,0.17914414,0.67730635,-0.6098132,0.16642413,0.5369826,-0.3267777,0.7003002,0.04566548,-0.10464363,-0.4367535,0.21775828,-0.45389628,0.123074606,-0.5643645
PRR3,-0.027033621,0.08623249,-0.04577216,0.118647255,0.018716099,-0.061825775,0.14540917,0.105976194,0.16998483,0.1483738,0.30096203,0.18494646,0.15029268,0.22678474,0.2855533
MTCL1,-0.16805108,0.001324596,0.5167989,-0.7431139,0.2841962,0.20591287,-0.25732908,0.19237903,-0.3486252,-0.6102442,-0.8057616,-0.059293903,-0.5579024,-0.5850514,-1.0662665
OAS2,0.01548482,0.8796,0.8715503,-0.1701944,0.40207008,0.4909811,0.41655868,0.89920205,0.011396494,-0.1836748,0.23775691,0.4119899,0.014561832,0.7524067,-0.13788334
RAB12,0.003865907,-0.30168274,-0.37556466,0.14125863,-0.15972623,-0.2084424,-0.070011236,-0.30322367,0.060986616,0.1311147,0.0490023,-0.09083339,0.0783682,-0.16051984,0.20840661
U47924.1,0.23983423,2.0221758,0.75693315,1.4688835,0.1828538,0.5874465,1.5038458,1.7506015,1.0412351,1.25658,2.6545525,1.21598,1.3454052,3.2991762,2.5103164
RBMS2,-0.009605146,-0.33053413,-0.15085417,-0.054460365,-0.11298297,-0.027195193,-0.30062032,-0.3201558,-0.18479042,-0.038723968,-0.35395008,-0.3002046,-0.20436111,-0.37184703,-0.2330908
AC120114.4,0.489848,0.123351425,0.19205123,0.028114155,0.11650996,0.11211978,-0.03915691,-0.32755557,-0.58767873,-0.43124506,-0.41744384,-0.4841954,-0.1615179,-0.28509837,-0.5091379
EIF4EBP1,-0.0013537565,0.14215201,-0.03487789,0.16174637,0.02118539,-0.07096652,0.20398411,0.13075668,0.18810315,0.16540396,0.3744392,0.21308532,0.20088573,0.29456005,0.34538585
ADCY9,0.039854016,-0.2675454,-0.24757986,0.026251145,-0.13181244,-0.11442971,-0.14137252,-0.30197757,-0.08037901,-0.02346498,-0.1716508,-0.20088823,-0.0433444,-0.28275922,-0.04574049
ZNF860,-0.073243335,0.5867309,0.67087966,-0.36662722,0.3213241,0.34239218,0.2306319,0.7116278,0.038183372,-0.30608085,-0.035064116,0.3504975,-0.054257166,0.29633602,-0.33899283
RNU2-63P,0.54427606,1.7801899,0.7415162,1.0179057,0.55074036,0.14968798,1.5519875,1.2276428,0.48741797,0.4950964,2.0772824,1.0411417,1.028329,2.2978964,1.5364699
PTCH1,0.08765704,-0.22093242,-0.06867171,-0.295654,-0.17148183,0.14206165,-0.34426096,-0.29408607,-0.25761247,-0.38757607,-0.70751697,-0.4393588,-0.18517317,-0.57597035,-0.52343994
TM9SF3,0.021257142,0.020014388,0.011017415,-0.046665166,-0.0046593435,0.020409292,0.0033105682,0.0054680197,-0.0075690756,-0.06453323,-0.058680438,-0.016433464,0.008688219,-0.04684115,-0.053005096
NIPAL4,0.26320648,0.13494451,-0.244363,0.42460462,-0.1098242,-0.12390787,0.28528407,-0.10972075,0.11100398,0.16801438,0.4518438,0.008347053,0.3776948,0.34388807,0.5605383
TSC22D1,-0.079240374,-0.1872919,-0.080680534,-0.18496299,-0.091784805,0.021744521,-0.19915374,-0.10153632,-0.013043667,-0.10135366,-0.29067034,-0.098427474,-0.09028935,-0.28975147,-0.20333198
CTBP2,0.13925178,0.29397652,0.14667414,0.0036616672,0.11005264,0.044140954,0.24567749,0.18251182,0.02806842,-0.13001747,0.14226678,0.1316232,0.14494766,0.16430043,0.03742506
RFFL,0.08516659,0.36793077,0.37482437,-0.1710015,0.23717815,0.14595062,0.21875827,0.3276793,-0.078563474,-0.2589607,-0.0041093896,0.15867412,-0.015477881,0.13411841,-0.23141433
SARDH,0.027588215,0.58078104,0.20632996,0.23542419,0.15401721,0.053657055,0.5498772,0.52392954,0.33386484,0.20374507,0.7363971,0.4917789,0.39266765,0.8321108,0.5865197
NFYC-AS1,-0.06284194,-0.4443283,-0.4967414,0.082692936,-0.21323802,-0.2647879,-0.17448014,-0.39176178,0.12211267,0.14176267,-0.006276487,-0.06543148,0.072194636,-0.28701478,0.20439672
Z97832.2,0.33615687,1.2831945,0.7186621,0.52970845,0.19313811,0.56487817,0.723662,0.96423495,0.25538582,0.2277331,0.94798386,0.43063268,0.57433516,1.5345168,0.7925129
HBA1,-0.34646663,-0.17280371,-0.07924819,-0.18546169,-0.063673176,-0.012969703,-0.12568226,0.15484539,0.27548695,0.15329467,0.006380529,0.2164836,-0.018189466,0.005638959,0.06869485
NCAPD3,0.04820651,0.4143316,0.3097831,0.066957146,0.28284514,-0.0059694243,0.36968264,0.3456619,0.043171138,0.01927938,0.40318426,0.31359226,0.09332517,0.4242183,0.12208873
AC005726.6,0.46753815,0.27347538,0.25724426,0.1458619,0.011593631,0.28584468,-0.058377087,-0.19620942,-0.52286524,-0.29374716,-0.32148942,-0.5408991,-0.09356451,0.003054417,-0.31154773
LINC00240,-0.040305525,-0.50064784,-0.20289437,-0.3970578,-0.16036126,-0.018644689,-0.51881707,-0.4672186,-0.265221,-0.3473764,-0.825076,-0.4187489,-0.31772137,-0.851797,-0.65703523
AC100771.2,-0.15125862,-1.3275253,-1.4352851,0.3316816,-0.6794056,-0.74363524,-0.61014754,-1.2556468,0.22929263,0.4824072,-0.120959096,-0.40319458,0.1272671,-0.8795819,0.5277386
N4BP2,0.31109887,0.28654808,0.1024799,0.22094163,0.13803624,-0.03343557,0.29923877,0.011148213,-0.1356326,-0.08178366,0.2504568,-0.00625294,0.1503727,0.22214322,0.11932469
AL138781.1,-0.17374475,-0.3007634,0.114069715,-0.5083424,-0.019005617,0.14435613,-0.46931583,-0.11041916,-0.22782786,-0.33833742,-0.77178955,-0.24266289,-0.41497794,-0.6303398,-0.7368575
CD63,-0.03828188,0.21895312,0.03926647,0.1951853,0.002107913,0.030384313,0.20745823,0.25158563,0.22610825,0.23373333,0.4145713,0.23208372,0.20704082,0.44697222,0.4125852
ZNF579,-0.1127422,-0.60159576,-0.38015252,-0.2817099,-0.22578496,-0.1395752,-0.46398062,-0.48145723,-0.09206391,-0.16651869,-0.605968,-0.30065683,-0.21262315,-0.77906436,-0.3900595
PDCD4,0.11416402,0.4667191,0.319573,0.12750801,0.18387134,0.14099815,0.33023608,0.36315775,0.033654127,0.020274905,0.34233338,0.20198844,0.13924901,0.49349937,0.17148803
AHSG,-0.31601822,-0.15882687,-0.08037219,0.07908649,-0.2332927,0.16477947,-0.31763807,0.09960488,0.21615715,0.39811862,0.039359495,-0.0163368,-0.035873435,0.24141821,0.2872324
AL157888.1,0.094404064,-0.18492143,-0.68728405,0.83769345,-0.40989414,-0.25233242,0.116500095,-0.30647725,0.36254862,0.74080384,0.8004555,-0.028615315,0.5010998,0.5632546,1.216407
LINC00173,0.19944037,0.31957382,0.123562135,0.2405643,0.00078835717,0.14594182,0.18602571,0.14649984,0.0066313567,0.051818244,0.24311912,0.018787641,0.17947559,0.36854628,0.25539777
PRDM4,0.085119344,-0.09524296,-0.09323726,-0.09008713,-0.016101554,-0.065361366,-0.030799875,-0.17080721,-0.09693112,-0.17722525,-0.18840007,-0.11536673,-0.026997764,-0.26757658,-0.17581922
MASP2,-0.4485863,-0.69247454,0.25087562,-1.0319321,-0.21834968,0.47630054,-1.1922319,-0.22580695,-0.48168477,-0.6047447,-1.7866732,-0.6968397,-0.9423108,-1.3010807,-1.5440626
HCG18,0.033700664,0.048049856,0.013574435,-0.027785901,0.0065921983,0.014790026,0.031327467,0.024463113,0.013313568,-0.055445325,-0.0065492988,0.019843135,0.037136085,-0.0126207825,-0.009220922
POLD1,0.03931537,0.44672418,0.14524941,0.2883082,0.26483762,-0.15993969,0.55736184,0.38447365,0.25340146,0.24188125,0.8162865,0.5171255,0.31027046,0.68007135,0.5519268
CEP95,0.0030301698,-0.15661879,-0.06596016,-0.18314625,-0.051109858,-0.018093497,-0.1568639,-0.15954386,-0.09609576,-0.18614957,-0.32188484,-0.14948331,-0.094559096,-0.34142116,-0.27106422
FAM135A,-0.037363354,-0.23632856,-0.099145815,-0.21814917,-0.07345711,-0.016807428,-0.21518259,-0.162215,-0.08938573,-0.18406343,-0.3855377,-0.16562876,-0.1271181,-0.41646957,-0.3151828
UNC5B,-0.15002726,0.058870252,0.31751063,-0.29397523,0.12522683,0.16970198,-0.16080426,0.23875254,-0.0773294,-0.1511392,-0.28159672,0.049910363,-0.25006306,-0.13527928,-0.3862705
PARP14,0.1080145,0.50827503,0.51527625,-0.0798374,0.27386868,0.25593746,0.2307695,0.44054103,-0.09050431,-0.17730077,0.09343984,0.17700498,-0.013909397,0.33549696,-0.1586457
AC121334.1,-0.29667735,0.21760793,0.24010627,-0.008414984,0.10053276,0.13400826,0.08180923,0.51746553,0.31650296,0.2891787,0.37141332,0.42217612,0.05537167,0.5047441,0.28398514
AC091925.1,-0.2639563,-0.21761893,-0.09005202,-0.5227146,-0.03991687,-0.026003964,-0.10463279,0.12353336,0.15989046,-0.31765702,-0.40614188,0.15978697,-0.10722464,-0.47405195,-0.3674422
AC124290.1,-0.003358294,-0.09623586,-0.29404092,0.12021011,-0.100606166,-0.17486562,0.100860104,-0.076987125,0.2210262,0.111598134,0.21665037,0.12924859,0.21147415,0.011707759,0.32295376
CPE,0.1247709,0.24102516,0.13358064,0.14800294,0.1073266,0.032144424,0.21295,0.1267029,-0.021087758,0.02614274,0.22893561,0.08054658,0.08841823,0.2680864,0.13535763
SCAMP4,-0.037952363,0.1978042,0.2304688,-0.09604478,0.016527347,0.22479512,-0.023024673,0.23015945,0.009694555,-0.056144167,-0.07849153,0.01985904,-0.025222868,0.15627623,-0.08625496
MAATS1,0.18628332,0.48856568,0.097960785,0.4568627,0.17157185,-0.09099,0.5579994,0.30771667,0.196718,0.26122642,0.8301242,0.37526596,0.373326,0.7398616,0.6646659
BLNK,0.08201658,0.49604642,0.20704746,0.10941559,0.07611807,0.14341807,0.37161776,0.444001,0.24660115,0.026487604,0.4065122,0.32139635,0.31150162,0.5093658,0.34390703
SDR9C7,-0.37240344,-2.1133902,-1.4776615,-0.5191835,-0.85166985,-0.64351565,-1.5164568,-1.7817153,-0.3075485,-0.16533716,-1.6591289,-1.1196891,-0.6413385,-2.3159437,-0.847246
ZNF714,0.2401668,0.41604337,0.27059942,-0.1432438,0.25416374,0.027147964,0.35246396,0.21155664,-0.09429086,-0.38275692,0.030075094,0.15688916,0.10987315,0.06274742,-0.22158447
ARL4C,-0.41666237,-0.582631,0.1167618,-0.9387876,-0.017631974,0.12757663,-0.7146063,-0.13683353,-0.26952538,-0.5533667,-1.2365428,-0.27492368,-0.6902116,-1.1302472,-1.216162
AC034231.1,0.018220106,-0.08412383,-0.22917712,0.26969597,-0.1071502,-0.11823856,0.03250052,-0.10790909,0.12920585,0.26018417,0.28476533,0.028969388,0.15156999,0.1670348,0.39594236
RGS3,0.22578911,0.21111716,-0.19863397,0.48151544,0.04594699,-0.25484708,0.44181696,-0.029059766,0.16967729,0.26389986,0.71048915,0.21589157,0.39861256,0.4584669,0.6579448
EDIL3,0.48534086,1.6412718,0.93173116,0.8162476,0.19688559,0.7877261,0.8613789,1.1646179,0.22913128,0.3802896,1.213454,0.4093932,0.6976376,2.0355144,1.065212
SMPDL3B,-0.2171824,-0.8358716,-0.48352998,-0.26226652,-0.3257892,-0.145942,-0.6680669,-0.63255954,-0.14255185,-0.052859038,-0.7354332,-0.44466054,-0.34723285,-0.8856273,-0.4158813
SOWAHA,-0.08918315,0.49379063,0.5437208,-0.32464343,0.33129483,0.19995919,0.28674844,0.6096354,0.04891007,-0.24562198,0.05813634,0.36843798,-0.04853545,0.24852094,-0.26785323
HPCAL1,-0.14127824,-0.93052745,-0.6575028,-0.15296328,-0.29007098,-0.36632463,-0.5548776,-0.79237914,-0.1499948,-0.027970249,-0.5841187,-0.414135,-0.2849092,-0.9591467,-0.3068967
RNU7-18P,-0.29550138,-0.49717456,0.08921422,-0.66055524,-0.056303978,0.13161,-0.72912306,-0.22487485,-0.2919149,-0.35893425,-1.035742,-0.3547688,-0.58438677,-0.8915007,-0.9780123
MAP3K15,-0.41502714,0.963957,1.5373241,-1.1372856,0.6794462,0.8714569,0.07124319,1.3798352,-0.14063191,-0.73536134,-0.60328376,0.50078934,-0.5396836,0.31434742,-1.2457359
LRRC8D,0.07893294,0.031734135,0.009703039,-0.06605106,0.036033433,-0.022844564,0.032046884,-0.051710255,-0.07438238,-0.15070906,-0.09598965,-0.04844363,-0.010098825,-0.13449478,-0.13587117
MGEA5,0.034801304,0.055897206,0.082384884,-0.025656153,0.002757954,0.08815433,-0.029106695,0.03444345,-0.061943956,-0.052970905,-0.074392505,-0.060445257,-0.028908206,0.00887482,-0.07949802
STARD7,0.048995677,0.14862731,0.13684456,-0.089011535,0.08697105,0.054135267,0.09933047,0.11379143,-0.032376286,-0.13954982,-0.025641626,0.053968616,0.007301265,0.02237782,-0.11120043
FER,0.06294706,0.42560264,0.37178788,-0.038628146,0.110672146,0.28412157,0.14690913,0.3620946,-0.013045691,-0.09708653,0.05566957,0.08736059,0.040574968,0.34474722,-0.03534695
HGFAC,-0.2519771,0.78695315,1.150434,-0.7926016,0.55072427,0.55172944,0.16050291,1.0662483,-0.06784186,-0.56295556,-0.34641305,0.48576993,-0.3437663,0.2526536,-0.87518066
IER2,0.14913107,-0.42329696,-0.65010893,0.3614778,-0.26759008,-0.3760655,-0.04905631,-0.5799211,0.0699076,0.21799685,0.18293023,-0.17746434,0.21642159,-0.22344293,0.4387857
DAPK2,0.19661756,0.27176762,-0.0704925,0.53921497,0.05277957,-0.13390392,0.3925481,0.07644274,0.12687409,0.34347582,0.7284098,0.20101002,0.32172304,0.63147926,0.6856956
ITPKC,-0.024216188,-0.30091715,-0.24418586,0.008847343,-0.13978672,-0.09048726,-0.2045813,-0.2856418,-0.0338535,0.039738495,-0.16585726,-0.17245811,-0.054420374,-0.26333055,-0.029577833
CCM2L,0.041799143,0.8770451,0.64886326,-0.005212566,0.5471668,0.05607442,0.7459292,0.8524452,0.21688066,-0.06915727,0.7460633,0.7790683,0.22582504,0.7926111,0.2126949
ZNF205,0.2433789,0.118105836,-0.39415693,0.66232634,-0.18887885,-0.19252048,0.2789118,-0.18414217,0.23893721,0.43284282,0.7147048,0.046392836,0.48391992,0.5075877,0.9057149
FNBP1L,-0.121959925,-0.61893535,-0.26117378,-0.37709427,-0.18023008,-0.0666628,-0.5416399,-0.48746476,-0.24053904,-0.25939187,-0.79400045,-0.4153515,-0.3711365,-0.87176025,-0.6167531
RSPH9,0.31925794,0.83151376,0.61797374,0.19863024,0.26461902,0.3644272,0.4302458,0.5169027,-0.12413451,-0.11189265,0.34889904,0.13439849,0.15380654,0.7435161,0.118178405
PRC1,0.034946125,0.2597374,0.19739503,0.10545034,0.1923839,-0.02310057,0.23214902,0.1916581,-0.0014862295,0.077899985,0.32233903,0.16926384,0.059502166,0.33681118,0.12567833
FRG2DP,-0.00869011,0.33262765,0.40316322,-0.0012237156,0.062776096,0.37137038,-0.03423006,0.3900205,-0.025734417,0.013714075,0.011875464,0.047528137,-0.06279521,0.32372248,-0.014924826
AC009414.2,-0.14017253,-0.26462466,-0.13363513,-0.18145263,-0.15949439,0.050139695,-0.29866612,-0.13931559,0.02609732,-0.037072726,-0.33228815,-0.1268026,-0.10419158,-0.29329264,-0.17194821
C17orf80,-0.38096923,-0.22628525,0.48726776,-0.94551116,0.13922985,0.36291474,-0.5778719,0.18463159,-0.30369198,-0.57575375,-1.1369847,-0.17033483,-0.6937549,-0.77370155,-1.2604454
LASP1,0.116124816,0.1572823,0.038236115,0.16456215,0.06190371,-0.019705953,0.18795618,0.057154175,-0.0035243828,0.046557214,0.22591221,0.06047493,0.100545205,0.21000159,0.16910137
PHACTR1,0.028988944,0.4426404,0.3411094,0.05370175,0.16760682,0.17683488,0.28692108,0.42694902,0.068859115,0.021457214,0.2825668,0.23010315,0.09218729,0.47329965,0.1285294
EFNB2,0.08280938,1.0446087,0.7238569,-0.04469517,0.48994404,0.20293154,0.84120154,1.0433564,0.2595617,-0.15159363,0.7199933,0.751041,0.32457066,0.91257674,0.23282965
CEP350,0.11123584,0.054228693,0.1312079,-0.193309,0.06270855,0.07691712,-0.033214174,-0.036059454,-0.18486087,-0.2946809,-0.30339557,-0.13219422,-0.08790447,-0.2253419,-0.36475748
ARL13B,-0.07237122,0.23344614,0.40154335,-0.30561757,0.20816404,0.18344201,0.048133492,0.34047556,-0.08393159,-0.24422373,-0.18490036,0.11175657,-0.15885304,0.012086283,-0.38375017
AC010198.2,-0.06533157,-0.08009836,-0.43720606,0.48366883,-0.33982491,-0.055362593,0.009225307,-0.07016734,0.41678482,0.5616617,0.5415506,0.0936959,0.40247542,0.48447666,0.8880101
C15orf62,0.07473508,0.8204298,0.7745219,0.20848964,0.16318245,0.64479864,0.14895706,0.7103519,-0.047297217,0.16196886,0.3053209,0.0867575,0.029779898,0.9899361,0.18497539
AL096865.1,-0.00784755,0.03908282,-0.11700233,0.14301316,-0.15046132,0.055704255,0.030414658,0.043810606,0.16569,0.14520045,0.16308513,0.038626593,0.1761363,0.21820511,0.313329
NSDHL,-0.15724574,-0.37001178,-0.27368885,0.021992395,-0.17200467,-0.10844242,-0.25370988,-0.23152287,0.06562317,0.18196627,-0.088028245,-0.096872486,-0.06691367,-0.19295524,0.080948345
SETD7,-0.0007901444,-0.14274809,0.0072076903,-0.19888097,0.015498496,-0.00056954403,-0.14204095,-0.12001826,-0.14981231,-0.20122768,-0.3301774,-0.13608581,-0.16735375,-0.3447624,-0.34384608
SOHLH2,-0.06725714,0.38778314,0.4966582,-0.46914834,0.264409,0.24489658,0.10697554,0.45706186,-0.019509336,-0.41002154,-0.23763067,0.23154567,-0.109253995,-0.034304857,-0.4918145
EHD4,-0.05916344,-0.22807851,-0.11075766,-0.12855174,-0.05230578,-0.055514485,-0.15895794,-0.15244703,-0.060719494,-0.074639216,-0.23728523,-0.110040635,-0.124855995,-0.30402932,-0.18855503
NCMAP,0.26253584,2.2751553,1.4640951,0.36201224,0.7443347,0.7379935,1.5699565,2.053194,0.6173341,0.10778709,1.6959528,1.3415022,0.86782444,2.4412863,0.9983253
CYP2A7P2,-0.34198612,0.7143078,0.80214995,-0.31831256,0.32082912,0.4765235,0.26258504,1.0386407,0.2592175,0.008262134,0.24270615,0.5730086,-0.052142885,0.74934906,-0.054578815
MARC1,0.082902305,0.52910906,0.3473583,-0.049338847,0.23665361,0.11014406,0.41358683,0.47068316,0.122886166,-0.1364796,0.30978337,0.35999826,0.18832724,0.39978763,0.07854755
FASN,-0.044028085,-0.46430278,-0.3701804,-0.014527736,-0.19102286,-0.181072,-0.28172645,-0.42939687,-0.060117,0.027757782,-0.26543778,-0.24160318,-0.10358933,-0.45378065,-0.08018839
GPRC5A,-0.07817896,-0.8502552,-0.54849124,-0.25233772,-0.25924993,-0.2855905,-0.58849263,-0.7831634,-0.24570078,-0.17603579,-0.7357337,-0.49877018,-0.3249638,-1.0508957,-0.49061295
PANX2,0.13885336,0.042964038,-0.3372193,0.52662,-0.016768418,-0.33877274,0.341904,-0.12505585,0.22407252,0.40201837,0.74115515,0.21785432,0.3841138,0.43028668,0.7542627
HDAC11-AS1,-0.10310343,1.2113588,0.9111713,0.31953302,0.25793353,0.66058385,0.54272115,1.2701973,0.41364306,0.4322681,0.9343566,0.65956175,0.345795,1.6566545,0.71388376
ZNF432,0.15264699,0.043774232,-0.015075815,0.087915756,-0.026413474,0.02771662,0.03455931,-0.06503952,-0.08144978,-0.05454694,-0.01625037,-0.09559537,0.0478421,0.00076260435,0.014990573
IGF2BP2,-0.048672307,-0.40711987,-0.11463274,-0.37735593,-0.007223947,-0.10247219,-0.31947723,-0.34483394,-0.24592529,-0.3393592,-0.6198156,-0.24537124,-0.3102597,-0.71299124,-0.60289884
RRN3,0.046345584,0.051118236,0.09337837,-0.01617702,0.032086793,0.06460135,-0.018650902,0.015619177,-0.09415556,-0.058061767,-0.07286369,-0.069408685,-0.054852575,-0.013527147,-0.10295647
CDH3,0.14015532,-0.3897657,-0.59422773,0.27192834,-0.24230339,-0.33607522,-0.0818343,-0.55700475,0.06622002,0.1448356,0.09491118,-0.16047433,0.20635132,-0.27303368,0.3329448
SPAG5,-0.012395758,0.3395955,0.21171364,0.18369634,0.19330603,-0.018103983,0.3075386,0.29910412,0.10574834,0.20737942,0.5136198,0.2785558,0.14257866,0.552243,0.31165472
ADHFE1,0.187766,-0.24903227,-0.40246007,0.4226758,-0.2342834,-0.15319847,-0.08321586,-0.4358256,-0.041614927,0.24871221,0.15005213,-0.263557,0.13272889,0.0010249327,0.40123114
MICB,0.22360195,0.60393625,0.18921421,0.41315418,0.21839172,-0.03782376,0.6396092,0.39929053,0.18844497,0.18022984,0.8223046,0.4118826,0.39326546,0.77868515,0.61026186
KRBOX1,0.19842155,0.28298384,-0.2658566,0.7311604,-0.2449189,-0.026954308,0.28328457,0.053698998,0.34900534,0.5398241,0.815825,0.13390148,0.5571875,0.796156,1.0674232
AL136221.1,0.14499453,0.3758242,-0.0502858,0.21559319,0.14856783,-0.16022076,0.58279246,0.26709703,0.26328322,0.039092455,0.6440402,0.43165934,0.39393562,0.4618099,0.4983096
GP1BA,0.12279629,0.58171064,-0.08736739,0.57768655,0.1042531,-0.12473886,0.8204965,0.5320204,0.563746,0.43728146,1.2447574,0.69767785,0.6763236,1.0621816,1.1602564
PLEKHH2,0.40470418,2.322154,1.7100983,0.34150812,0.9395971,0.7742657,1.5095186,1.9716994,0.233504,-0.05190611,1.5082195,1.1387972,0.59797174,2.3168259,0.620131
TRIM23,0.017222922,-0.10192674,0.015425405,-0.2085614,-0.0033091072,0.024869889,-0.12540986,-0.10112762,-0.12953135,-0.22625431,-0.32706594,-0.13257845,-0.11547456,-0.30945382,-0.3279397
FAM222A,-0.017589768,0.39641187,0.37546152,-0.16586998,0.4355449,-0.111683935,0.4402459,0.44908848,0.0453411,-0.18872951,0.3144255,0.49413374,-0.009407615,0.19751102,-0.117017336
TSPY26P,0.1413066,-0.31984755,-0.42936832,0.34147567,-0.39195007,0.041476015,-0.33643696,-0.48878154,-0.047685076,0.24056675,-0.09497561,-0.42559537,0.0942625,-0.064033695,0.31316516
