,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
AL596276.2,0.9278,0.07220000000000004,2.5533760186929015,5.944036e-07,8.4778e-07,0.0,0.25,-0.40973306,-0.4120264,2.825667,-9.692129,9.035528,0.0004607317,0.00235079,0.0025,0.005,0.0046171607,0.029472746,False,18 vs 08,18,08
HOXB4,0.9278,0.07220000000000004,2.5533760186929015,6.687817e-07,1.2024004e-06,0.0,0.25,-0.8026399,-0.91254616,2.7027428,-10.4981,12.169996,0.0005548132,0.0023861758,0.0025,0.005,0.004663154,0.022002773,False,18 vs 08,18,08
AC073094.1,0.9278,0.07220000000000004,2.5533760186929015,1.4059355e-05,1.6319162e-05,0.0,0.25,-0.28640535,-0.34434032,2.9093356,-10.055886,9.537316,0.01969133,0.018625528,0.055,0.0575,0.1816626,0.16417669,False,18 vs 08,18,08
AC007906.2,0.9278,0.07220000000000004,2.5533760186929015,1.2970123e-06,1.093552e-06,0.0,0.25,0.14499,0.14988327,2.5508115,-9.009694,9.05839,0.0034209257,0.0022567876,0.01,0.0075,0.03251678,0.020391328,False,18 vs 08,18,08
PCDHGA2,0.9276,0.07240000000000002,2.550394178648677,1.0751734e-05,8.466317e-06,0.0,0.25,0.49057335,0.48762608,2.6538706,-9.7558565,10.922456,0.0075666136,0.011785114,0.015,0.0325,0.07209927,0.10917215,False,18 vs 08,18,08
AP5B1,0.9274,0.0726,2.5474199231684067,1.5660898e-06,1.6882632e-06,0.0,0.25,0.008475501,-0.041745186,2.501215,-8.5396,9.572386,0.004990922,0.006063885,0.0125,0.02,0.046417464,0.055315476,False,18 vs 08,18,08
AMPH,0.9274,0.0726,2.5474199231684067,7.5846538e-06,3.3012013e-06,0.0,0.25,1.2024446,1.1902142,2.3672245,-8.499746,9.820763,0.019053118,0.003329789,0.0525,0.015,0.16737808,0.030651402,False,18 vs 08,18,08
AC125603.4,0.9272,0.07279999999999998,2.544453210245434,1.0793866e-06,1.2553917e-06,0.0,0.25,-0.15037893,-0.21982098,2.7184627,-10.716923,12.307814,0.0,0.0040792073,0.0,0.01,0.0,0.043069325,False,18 vs 08,18,08
AC074019.1,0.9272,0.07279999999999998,2.544453210245434,1.5429987e-06,2.4509109e-06,0.0,0.25,-0.8039187,-0.79586506,2.690327,-10.619299,7.9555807,0.0022729046,0.012674611,0.01,0.045,0.021309778,0.12703979,False,18 vs 08,18,08
CEACAM5,0.927,0.07299999999999995,2.5414939982186593,8.983635e-07,1.4787237e-06,0.0,0.25,-0.64598924,-0.65985966,2.5618951,-9.255913,10.137028,0.0,0.0032557198,0.0,0.01,0.0,0.029513009,False,18 vs 08,18,08
CCDC116,0.927,0.07299999999999995,2.5414939982186593,2.5727936e-06,2.6190241e-06,0.0,0.25,-0.0402885,-0.060552597,2.7595062,-8.965223,11.540801,0.0020109168,0.0009328438,0.0075,0.0025,0.018721104,0.010083938,False,18 vs 08,18,08
AC010834.2,0.927,0.07299999999999995,2.5414939982186593,3.8917202e-07,5.8188266e-07,0.0,0.25,-0.5837747,-0.6656513,3.2614846,-14.166462,15.738962,0.0010973878,0.003268131,0.0025,0.0075,0.013333318,0.032970116,False,18 vs 08,18,08
AC112907.1,0.927,0.07299999999999995,2.5414939982186593,1.0652876e-06,1.4271893e-06,0.0,0.25,-0.38001716,-0.36703205,2.6891623,-9.676061,8.791163,0.0029073206,0.0066236644,0.01,0.025,0.02616464,0.06261107,False,18 vs 08,18,08
CKAP2L,0.927,0.07299999999999995,2.5414939982186593,0.00014355875,0.00012985789,0.0,0.25,0.135642,0.11168337,2.7854457,-8.484167,9.30344,0.10426636,0.09958475,0.2825,0.2775,0.9315121,0.88879126,False,18 vs 08,18,08
AL121899.1,0.9268,0.07320000000000004,2.5385422457687565,1.7987767e-06,1.908063e-06,0.0,0.25,-0.18939282,-0.28033543,2.8824854,-9.872369,11.04488,0.0,0.0028071278,0.0,0.0075,0.0,0.031329706,False,18 vs 08,18,08
AC011466.4,0.9268,0.07320000000000004,2.5385422457687565,1.1409222e-06,1.3129575e-06,0.0,0.25,-0.14738366,-0.17127705,2.6899996,-9.444241,9.360231,0.0018975443,0.0012306576,0.005,0.005,0.016255314,0.011856308,False,18 vs 08,18,08
AC004834.1,0.9268,0.07320000000000004,2.5385422457687565,4.973727e-07,6.5207684e-07,0.0,0.25,-0.4421051,-0.46132183,2.9666126,-11.57403,12.088396,0.0,0.0020790608,0.0,0.005,0.0,0.021377735,False,18 vs 08,18,08
AC106818.1,0.9268,0.07320000000000004,2.5385422457687565,1.4441753e-06,2.3428922e-06,0.0,0.25,-0.4729569,-0.47415638,2.8508978,-10.447801,8.994352,0.0,0.0030931693,0.0,0.005,0.0,0.03528718,False,18 vs 08,18,08
CA4,0.9266,0.07340000000000002,2.5355979119144485,6.1887035e-06,8.218182e-06,0.0,0.25,-0.52814245,-0.5508652,2.682385,-9.613052,8.257541,0.0050757523,0.011641702,0.0125,0.04,0.054633006,0.10442998,False,18 vs 08,18,08
AC006483.1,0.9266,0.07340000000000002,2.5355979119144485,1.5112485e-06,1.7722882e-06,0.0,0.25,-0.2863381,-0.2724743,2.7180026,-8.754215,9.1794815,0.0012714891,0.0028924497,0.0025,0.01,0.01490946,0.030030338,False,18 vs 08,18,08
AC100821.2,0.9266,0.07340000000000002,2.5355979119144485,4.742681e-07,6.643807e-07,0.0,0.25,-0.46171236,-0.5439625,3.764437,-15.820501,18.177212,0.00075090694,0.00058870704,0.0025,0.0025,0.006473854,0.0052656354,False,18 vs 08,18,08
RPL5P14,0.9266,0.07340000000000002,2.5355979119144485,6.68511e-07,7.700372e-07,0.0,0.25,-0.2895403,-0.37196827,2.5826254,-8.33901,9.245609,0.00082107744,0.0010372346,0.0025,0.005,0.009375077,0.008574726,False,18 vs 08,18,08
AC040160.1,0.9262,0.07379999999999998,2.529731337735684,5.685883e-07,8.1426566e-07,0.0,0.25,-0.4491447,-0.5024948,2.596256,-9.289025,8.419975,0.0023647088,0.0037794537,0.0075,0.0125,0.022773786,0.03456185,False,18 vs 08,18,08
AC097493.2,0.926,0.07399999999999995,2.5268090171060202,1.3405346e-06,1.1872089e-06,0.0,0.25,0.067454934,0.04382515,2.7345572,-8.595358,10.542458,0.0025187898,0.0016135476,0.0075,0.005,0.028678363,0.015555732,False,18 vs 08,18,08
KCNN3,0.9258,0.07420000000000004,2.523893954454423,2.710622e-06,2.311666e-06,0.0,0.25,0.016994849,-0.04562092,2.7779045,-9.983339,14.477759,0.0029059993,0.0031563032,0.0075,0.0075,0.029508846,0.02731263,False,18 vs 08,18,08
LINC01351,0.9258,0.07420000000000004,2.523893954454423,4.6706484e-07,5.2375213e-07,0.0,0.25,-0.38433734,-0.39597034,2.740189,-10.443422,9.165722,0.0,0.00053264486,0.0,0.0025,0.0,0.0054724095,False,18 vs 08,18,08
MYO1H,0.9256,0.07440000000000002,2.52098611043563,5.1779525e-06,4.8958227e-06,0.0,0.25,-0.18559828,-0.22228432,2.834394,-10.400849,10.5210705,0.0076767434,0.005187961,0.02,0.015,0.06828135,0.042286247,False,18 vs 08,18,08
AC005410.1,0.9256,0.07440000000000002,2.52098611043563,2.8869586e-06,1.702481e-06,0.0,0.25,0.47269,0.4320717,2.550425,-8.15169,10.398079,0.0035480247,0.0,0.0125,0.0,0.035476852,0.0,False,18 vs 08,18,08
ABCA10,0.9256,0.07440000000000002,2.52098611043563,1.3361479e-06,1.0869728e-06,0.0,0.25,0.24430925,0.2643385,2.7307863,-9.273968,10.945043,0.0048573185,0.0013650932,0.0125,0.005,0.050449237,0.012691472,False,18 vs 08,18,08
TRMT112P3,0.9256,0.07440000000000002,2.52098611043563,3.1384496e-07,5.9927714e-07,0.0,0.25,-0.89130193,-0.891325,2.4898062,-9.962891,7.7351017,0.0005535919,0.0012790003,0.0025,0.0025,0.0055805524,0.015609196,False,18 vs 08,18,08
AL669831.4,0.9256,0.07440000000000002,2.52098611043563,4.325525e-07,6.4416827e-07,0.0,0.25,-0.31743813,-0.36387253,3.3655221,-12.6593895,16.021214,0.0,0.0013808305,0.0,0.0025,0.0,0.012414165,False,18 vs 08,18,08
FAM212A,0.9254,0.0746,2.518085446021074,9.842812e-07,1.0260057e-06,0.0,0.25,-0.26577634,-0.2696743,2.5690024,-8.428474,10.486794,0.0028016216,0.00064586214,0.0075,0.0025,0.028263332,0.00605276,False,18 vs 08,18,08
PNLIP,0.9254,0.0746,2.518085446021074,1.3561897e-05,1.0902421e-05,0.0,0.25,-0.04524201,-0.045711517,3.0286813,-9.92683,11.18079,0.02108325,0.012872167,0.065,0.04,0.1916021,0.11764929,False,18 vs 08,18,08
LAMC3,0.9254,0.0746,2.518085446021074,2.4714916e-06,4.042505e-06,0.0,0.25,-0.59052795,-0.6108141,2.4463906,-8.945098,8.452167,0.0028682053,0.006365318,0.0125,0.0125,0.025910666,0.051132087,False,18 vs 08,18,08
RASD1,0.9254,0.0746,2.518085446021074,6.411172e-06,1.4767023e-05,0.0,0.25,-1.0643162,-1.0547643,2.3782072,-9.795267,7.548253,0.0046039755,0.016942916,0.02,0.045,0.044521376,0.1551491,False,18 vs 08,18,08
AC006600.2,0.9252,0.07479999999999998,2.515191922495496,1.4776723e-06,1.905869e-06,0.0,0.25,-0.37715656,-0.42797565,2.5832355,-8.651751,8.70624,0.0022698736,0.0043461765,0.0075,0.0125,0.018771054,0.03529644,False,18 vs 08,18,08
AC015818.3,0.9252,0.07479999999999998,2.515191922495496,5.427284e-07,7.296921e-07,0.0,0.25,-0.43566528,-0.48936462,2.6009529,-9.215614,10.452368,0.0,0.0020809285,0.0,0.005,0.0,0.024069285,False,18 vs 08,18,08
CDK11B,0.925,0.07499999999999996,2.5123055014536018,2.0881832e-06,1.4599706e-06,0.0,0.25,0.5547287,0.52395916,2.7846208,-11.790869,14.188108,0.002764208,0.0030597786,0.0075,0.0075,0.024951408,0.026073365,False,18 vs 08,18,08
BBOX1-AS1,0.925,0.07499999999999996,2.5123055014536018,4.463699e-07,5.380615e-07,0.0,0.25,-0.19097239,-0.22454262,2.740171,-10.463835,12.658447,0.00040868483,0.0020290352,0.0025,0.005,0.0038217988,0.020713907,False,18 vs 08,18,08
LINC01647,0.925,0.07499999999999996,2.5123055014536018,4.8545858e-06,6.57997e-06,0.0,0.25,-0.58500516,-0.640172,2.479445,-9.106461,8.25968,0.007051636,0.012334177,0.0225,0.0375,0.06629811,0.11159708,False,18 vs 08,18,08
RN7SL329P,0.925,0.07499999999999996,2.5123055014536018,1.3592255e-06,1.4180949e-06,0.0,0.25,-0.018642634,-0.05826664,2.6654449,-10.104478,12.125076,0.0021522155,0.0014683709,0.0075,0.005,0.017940678,0.011662088,False,18 vs 08,18,08
AC233289.1,0.9248,0.07520000000000004,2.5094261447967527,8.1561643e-07,1.2668162e-06,0.0,0.25,-0.64241683,-0.6283951,2.5647342,-8.870389,8.016287,0.00074103655,0.0031658318,0.005,0.0075,0.0071209664,0.03551946,False,18 vs 08,18,08
LINC01301,0.9248,0.07520000000000004,2.5094261447967527,6.02365e-06,4.238135e-06,0.0,0.25,0.35598668,0.3250103,2.5593717,-9.754172,9.721728,0.0055509545,0.0053895577,0.02,0.015,0.052006822,0.05419484,False,18 vs 08,18,08
LINC00618,0.9246,0.07540000000000002,2.5065538147297164,1.3261701e-06,1.296411e-06,0.0,0.25,-0.13635536,-0.16568375,2.8533502,-10.919012,13.285915,0.0017763674,0.0027682597,0.0075,0.0075,0.014423178,0.022430778,False,18 vs 08,18,08
ADRB1,0.9246,0.07540000000000002,2.5065538147297164,4.2701354e-06,6.191079e-06,0.0,0.25,-0.5216527,-0.56313133,2.5162096,-9.117284,8.944161,0.00097024156,0.003575501,0.005,0.0075,0.009317003,0.038694955,False,18 vs 08,18,08
LINC00637,0.9244,0.0756,2.503688473757443,1.7381838e-06,1.9250178e-06,0.0,0.25,-0.07503333,-0.10566044,2.6617465,-8.758949,11.192305,0.0015424174,0.00562978,0.005,0.0125,0.0151357055,0.05312627,False,18 vs 08,18,08
RXFP4,0.9244,0.0756,2.503688473757443,6.8465727e-07,5.9881734e-07,0.0,0.25,-0.03347486,-0.03521633,2.9403448,-9.393698,10.610891,0.0013474262,0.004336951,0.005,0.02,0.012338314,0.04175723,False,18 vs 08,18,08
UBA52P7,0.9244,0.0756,2.503688473757443,1.0843916e-06,1.652302e-06,0.0,0.25,-0.5407419,-0.571537,2.4439003,-9.048071,8.546246,0.0010910362,0.003881628,0.005,0.01,0.009938077,0.040817503,False,18 vs 08,18,08
CD4,0.9244,0.0756,2.503688473757443,2.0425002e-06,2.1436433e-06,0.0,0.25,-0.081217065,-0.09377861,2.6694458,-9.338438,12.018488,0.0007801192,0.0049008396,0.0025,0.015,0.00773978,0.045885757,False,18 vs 08,18,08
AL512625.3,0.9244,0.0756,2.503688473757443,5.541108e-07,5.9580253e-07,0.0,0.25,-0.17648622,-0.25145245,2.5155358,-8.814016,9.796764,0.0,0.00051233347,0.0,0.0025,0.0,0.0045093466,False,18 vs 08,18,08
KIF26A,0.9242,0.07579999999999998,2.5008300846818967,1.7104894e-06,2.7814149e-06,0.0,0.25,-0.5614743,-0.55241776,2.521382,-9.416811,9.202391,0.0,0.0029078824,0.0,0.0075,0.0,0.026068054,False,18 vs 08,18,08
PGF,0.9242,0.07579999999999998,2.5008300846818967,1.2112899e-05,1.8639637e-05,0.0,0.25,-0.48773667,-0.47261143,2.6139235,-9.684741,7.6336927,0.020956488,0.022519127,0.0675,0.05,0.19910766,0.2091239,False,18 vs 08,18,08
SERHL2,0.9242,0.07579999999999998,2.5008300846818967,5.766399e-06,3.5557039e-06,0.0,0.25,0.5894832,0.61767864,2.4588017,-8.05095,9.802677,0.017247615,0.0101905605,0.0525,0.035,0.16661854,0.09500746,False,18 vs 08,18,08
AL451060.1,0.9242,0.07579999999999998,2.5008300846818967,6.462228e-07,7.4370234e-07,0.0,0.25,-0.35975668,-0.37570667,2.900764,-11.468405,10.224407,0.00026227557,0.0008927278,0.0025,0.0025,0.0023999081,0.0080969585,False,18 vs 08,18,08
KCNN4,0.9242,0.07579999999999998,2.5008300846818967,2.9939729e-06,1.974958e-06,0.0,0.25,0.39135224,0.39420605,2.6879785,-8.290916,12.419063,0.006736841,0.00378541,0.02,0.015,0.064833604,0.03344604,False,18 vs 08,18,08
AC004771.2,0.9242,0.07579999999999998,2.5008300846818967,5.800332e-07,5.3459e-07,0.0,0.25,0.15165223,0.082318306,5.253642,-22.87722,26.796831,0.00085731567,0.00063310063,0.0025,0.0025,0.009376805,0.006347878,False,18 vs 08,18,08
AC006504.1,0.9242,0.07579999999999998,2.5008300846818967,2.9355235e-07,4.7346657e-07,0.0,0.25,-0.7936628,-0.8156767,2.471477,-10.466734,9.197498,0.0003459263,0.0034236915,0.0025,0.01,0.002715974,0.030993367,False,18 vs 08,18,08
LINC00620,0.9242,0.07579999999999998,2.5008300846818967,1.3952945e-06,1.8383415e-06,0.0,0.25,-0.5780514,-0.5840807,2.679996,-9.308488,9.688423,0.0,0.003718901,0.0,0.0075,0.0,0.038706865,False,18 vs 08,18,08
TUBBP2,0.924,0.07599999999999996,2.497978610598926,1.1740501e-06,9.67687e-07,0.0,0.25,0.1898245,0.14841175,2.699468,-9.751633,12.418203,0.00404074,0.0013440918,0.015,0.005,0.036527734,0.011596727,False,18 vs 08,18,08
CHRDL2,0.924,0.07599999999999996,2.497978610598926,4.965704e-06,5.112861e-06,0.0,0.25,-0.11797279,-0.17410564,2.5425348,-8.849221,9.46986,0.003057885,0.004223805,0.0075,0.01,0.033062056,0.037696175,False,18 vs 08,18,08
PAPLN,0.924,0.07599999999999996,2.497978610598926,2.3785674e-06,3.0912115e-06,0.0,0.25,-0.10217286,-0.16519356,2.3404412,-8.759804,8.920734,0.005189566,0.005246806,0.015,0.0175,0.048002478,0.044065073,False,18 vs 08,18,08
L29074.1,0.924,0.07599999999999996,2.497978610598926,1.1879596e-06,1.1590523e-06,0.0,0.25,0.100862674,0.028624535,2.8178024,-11.827593,12.420462,0.004303816,0.0,0.0075,0.0,0.04242183,0.0,False,18 vs 08,18,08
MAF,0.924,0.07599999999999996,2.497978610598926,8.975419e-07,1.0947813e-06,0.0,0.25,-0.07063132,-0.049132347,3.0979064,-10.053249,10.423794,0.0016836876,0.0024842585,0.005,0.005,0.014772363,0.02205446,False,18 vs 08,18,08
AL121761.2,0.9238,0.07620000000000005,2.49513401489517,1.9646172e-06,1.5366364e-06,0.0,0.25,0.18579277,0.11957359,2.6516674,-7.8684254,12.425404,0.005470349,0.0009260625,0.0125,0.0025,0.050658025,0.009430079,False,18 vs 08,18,08
SAP30L-AS1,0.9238,0.07620000000000005,2.49513401489517,4.0997696e-07,5.574392e-07,0.0,0.25,-0.45218116,-0.4450922,2.3913982,-7.274473,8.999626,0.0010103284,0.00047368943,0.005,0.0025,0.010114562,0.004467572,False,18 vs 08,18,08
Z93241.1,0.9236,0.07640000000000002,2.4922962612450195,1.3339862e-06,1.8396929e-06,0.0,0.25,-0.23428139,-0.31747723,2.617904,-11.011314,9.737347,0.0037136618,0.0017654949,0.01,0.0025,0.031548098,0.019538945,False,18 vs 08,18,08
KCTD12,0.9236,0.07640000000000002,2.4922962612450195,2.9745821e-05,3.2265525e-05,0.0,0.25,-0.09346323,-0.13752413,2.4202325,-8.105734,9.368646,0.026873326,0.025248254,0.075,0.0825,0.2496684,0.21951337,False,18 vs 08,18,08
RPS15AP10,0.9234,0.0766,2.489465313607592,4.057797e-07,6.311452e-07,0.0,0.25,-0.88275594,-0.9354782,2.5407116,-9.802628,9.973396,0.0007389444,0.0011037451,0.0025,0.005,0.005951009,0.009587789,False,18 vs 08,18,08
FAM92A1P1,0.9234,0.0766,2.489465313607592,6.098263e-07,1.4673134e-06,0.0,0.25,-0.97515124,-0.95505047,2.3196783,-8.474602,7.3913727,0.0,0.00412198,0.0,0.0125,0.0,0.041068763,False,18 vs 08,18,08
SMR3A,0.9232,0.07679999999999998,2.486641136223773,4.892502e-07,5.708419e-07,0.0,0.25,-0.45981193,-0.4368677,2.7431464,-10.75779,9.075905,0.0022958391,0.0,0.0025,0.0,0.02427048,0.0,False,18 vs 08,18,08
RRH,0.9232,0.07679999999999998,2.486641136223773,4.7249603e-07,9.580937e-07,0.0,0.25,-0.9648118,-1.1013174,2.8808126,-10.731955,12.7138405,0.0,0.0012056194,0.0,0.005,0.0,0.010316716,False,18 vs 08,18,08
TRIM22,0.9232,0.07679999999999998,2.486641136223773,3.0524707e-06,2.0031835e-06,0.0,0.25,0.4054736,0.33701992,2.755185,-9.853884,13.691337,0.007934868,0.0021828406,0.025,0.0025,0.07458066,0.016571937,False,18 vs 08,18,08
SLPI,0.9232,0.07679999999999998,2.486641136223773,8.368821e-05,3.5525052e-05,0.0,0.25,0.911749,0.93730116,2.42803,-7.4119806,10.350031,0.20615332,0.07968687,0.38,0.195,1.9533103,0.7458085,False,18 vs 08,18,08
TFPI,0.923,0.07699999999999996,2.4838236936132834,5.191074e-07,6.014125e-07,0.0,0.25,-0.10310978,-0.16172409,2.5576556,-9.1264305,9.88282,0.0007801192,0.0016625525,0.0025,0.005,0.00773978,0.015245032,False,18 vs 08,18,08
ADAMTSL2,0.923,0.07699999999999996,2.4838236936132834,1.3134953e-06,1.2039573e-06,0.0,0.25,0.16340023,0.17198277,2.3647857,-7.5931416,7.845566,0.0012788665,0.0029943988,0.0025,0.01,0.010194153,0.028826892,False,18 vs 08,18,08
EXOC3L4,0.923,0.07699999999999996,2.4838236936132834,8.32011e-07,1.4561938e-06,0.0,0.25,-0.75061095,-0.7399006,2.465737,-9.937666,8.138308,0.00096562447,0.0005232236,0.005,0.0025,0.009065224,0.004746754,False,18 vs 08,18,08
PTGS1,0.923,0.07699999999999996,2.4838236936132834,9.468019e-06,9.258909e-06,0.0,0.25,-0.069836475,-0.090221405,2.768197,-10.2802305,9.379152,0.014493351,0.01452538,0.035,0.045,0.13159543,0.12738237,False,18 vs 08,18,08
IGFBP1,0.9228,0.07720000000000005,2.4810129505717815,7.001031e-06,1.3591184e-05,0.0,0.25,-0.93635684,-0.9773154,2.3320827,-9.263486,6.745039,0.011661595,0.023210451,0.035,0.07,0.0999135,0.21673328,False,18 vs 08,18,08
ME1,0.9228,0.07720000000000005,2.4810129505717815,1.0885555e-06,1.3761017e-06,0.0,0.25,-0.32947493,-0.38572407,2.7525363,-9.251732,12.569529,0.002163757,0.0015186283,0.005,0.005,0.019681158,0.013761959,False,18 vs 08,18,08
SLC10A1,0.9226,0.07740000000000002,2.4782088721680138,4.029574e-06,2.8659256e-06,0.0,0.25,0.13454156,0.10174751,2.5599935,-9.374026,10.368256,0.0069677215,0.0023563826,0.015,0.0075,0.060728177,0.020184468,False,18 vs 08,18,08
HDAC11-AS1,0.9224,0.0776,2.4754114237409888,9.622669e-07,1.1225173e-06,0.0,0.25,-0.29279336,-0.35565948,2.529171,-7.4536095,9.477137,0.0009835945,0.0008871387,0.0025,0.005,0.008100081,0.008687327,False,18 vs 08,18,08
GFRA2,0.9224,0.0776,2.4754114237409888,4.0382324e-06,2.870415e-06,0.0,0.25,0.30771083,0.30184746,2.4436665,-9.178528,10.927473,0.011552515,0.0061580534,0.03,0.0225,0.118182205,0.058954105,False,18 vs 08,18,08
AC010326.3,0.9224,0.0776,2.4754114237409888,1.6642429e-06,1.6466241e-06,0.0,0.25,0.110007815,0.026148796,3.2549484,-15.54314,17.065748,0.004614072,0.0029625476,0.0125,0.01,0.03838133,0.025649847,False,18 vs 08,18,08
RPL23P10,0.9222,0.07779999999999998,2.472620570897198,3.9670252e-07,6.350751e-07,0.0,0.25,-0.59105206,-0.59283257,2.6390624,-9.968966,9.031691,0.0,0.00077633397,0.0,0.0025,0.0,0.006956415,False,18 vs 08,18,08
ALPL,0.9222,0.07779999999999998,2.472620570897198,1.22862775e-05,4.976961e-06,0.0,0.25,1.1794521,1.2190399,2.15877,-7.110199,9.110224,0.049217634,0.009043077,0.1525,0.03,0.45003864,0.08011963,False,18 vs 08,18,08
AC121761.2,0.9222,0.07779999999999998,2.472620570897198,9.890846e-07,1.2332316e-06,0.0,0.25,-0.46129823,-0.49656773,2.588001,-9.271578,7.929803,0.0,0.00083655276,0.0,0.005,0.0,0.0074273692,False,18 vs 08,18,08
AC090616.7,0.9222,0.07779999999999998,2.472620570897198,1.1026998e-06,1.9406127e-06,0.0,0.25,-0.82111436,-0.92221546,2.4570897,-9.229458,10.09934,0.0,0.0021211863,0.0,0.0075,0.0,0.017646557,False,18 vs 08,18,08
SGPP2,0.9222,0.07779999999999998,2.472620570897198,1.9057998e-05,1.0245954e-05,0.0,0.25,0.65555185,0.67357254,2.6965299,-8.998565,10.297839,0.033820495,0.010752916,0.1,0.0425,0.31294736,0.101109445,False,18 vs 08,18,08
AL109614.1,0.922,0.07799999999999996,2.4698362795078697,1.7124393e-06,1.5202994e-06,0.0,0.25,-0.13077535,-0.14656067,2.5670161,-9.448522,10.370046,0.001517016,0.0049847593,0.005,0.02,0.015773382,0.04761748,False,18 vs 08,18,08
AC092279.2,0.922,0.07799999999999996,2.4698362795078697,2.9555238e-06,3.4138486e-06,0.0,0.25,-0.44339618,-0.4356184,2.5954201,-9.469621,8.52367,0.0030607649,0.0039507276,0.01,0.0125,0.024518669,0.03251179,False,18 vs 08,18,08
AC010980.2,0.9218,0.07820000000000005,2.4670585157062526,4.7535304e-06,4.8634865e-06,0.0,0.25,-0.19633839,-0.21714878,2.6870313,-10.509345,9.350247,0.005539885,0.0118063595,0.0125,0.04,0.05002734,0.10154074,False,18 vs 08,18,08
AC079313.2,0.9218,0.07820000000000005,2.4670585157062526,1.2309912e-06,1.1806973e-06,0.0,0.25,-0.13301787,-0.12517929,2.8169012,-9.022595,10.915594,0.0021892833,0.0002518154,0.005,0.0025,0.023136124,0.002372443,False,18 vs 08,18,08
RP11-763B22.4,0.9218,0.07820000000000005,2.4670585157062526,8.5273655e-07,1.2796886e-06,0.0,0.25,-0.39635694,-0.32776737,2.6693978,-9.136133,8.732254,0.0014946348,0.0023205213,0.0075,0.005,0.014790906,0.027317565,False,18 vs 08,18,08
HLX,0.9216,0.07840000000000003,2.4642872458849463,1.0859015e-06,1.6219449e-06,0.0,0.25,-0.5417303,-0.60458946,2.4839258,-8.954731,10.557175,0.0012847128,0.002288399,0.005,0.0075,0.011906414,0.02301819,False,18 vs 08,18,08
OR2B6,0.9214,0.0786,2.4615224366932504,1.6992929e-06,1.1006674e-06,0.0,0.25,0.4134478,0.40752888,2.514855,-9.698187,10.913974,0.00693399,0.0024325717,0.0175,0.01,0.07019008,0.024011474,False,18 vs 08,18,08
TGM5,0.9214,0.0786,2.4615224366932504,3.546562e-06,2.6749485e-06,0.0,0.25,0.41848555,0.4550228,2.7237291,-9.417557,9.738342,0.008405278,0.0063670687,0.0275,0.0175,0.08184106,0.059548177,False,18 vs 08,18,08
SLC1A3,0.9214,0.0786,2.4615224366932504,1.1536314e-06,1.6677901e-06,0.0,0.25,-0.4511935,-0.4706707,2.375817,-8.556324,9.408623,0.0,0.0021054226,0.0,0.01,0.0,0.019035466,False,18 vs 08,18,08
MTCO2P12,0.9212,0.07879999999999998,2.4587640550345577,4.7242148e-07,1.049213e-06,0.0,0.25,-0.9083582,-0.9388466,2.525966,-9.523584,9.8683815,0.0020018565,0.005526437,0.0075,0.0175,0.017409496,0.049214087,False,18 vs 08,18,08
OVOL3,0.9212,0.07879999999999998,2.4587640550345577,3.507236e-06,3.8571025e-06,0.0,0.25,-0.014813837,-0.029446602,2.4534686,-9.024486,8.980085,0.00925423,0.00728248,0.0275,0.0175,0.0829117,0.067219645,False,18 vs 08,18,08
