,00 vs 02,01 vs 08,02 vs 08,00 vs 18,01 vs 02,02 vs 04,00 vs 01,04 vs 08,04 vs 18,00 vs 08,08 vs 18,00 vs 04,01 vs 18,01 vs 04,02 vs 18
TCF7L1,0.12958199,1.0403272,0.9685125,1.3946658,0.07506929,0.49516436,0.07132645,0.46136284,0.7653199,1.1129807,0.29457113,0.64152163,1.3365284,0.5493588,1.2437124
KRT222,0.25022432,0.19129726,-0.076522574,0.0040045497,0.26582152,-0.074768655,-0.01740967,-0.008164544,-0.22443208,0.12811531,-0.15393955,0.14696567,0.02755672,0.19992507,-0.2900028
KLF15,-1.5787044,-1.8983488,-1.1870708,-2.34675,-0.6941711,-0.8362541,-0.8758956,-0.3095165,0.03660256,-2.7343667,0.37702945,-2.4252512,-1.5053233,-1.580026,-0.7995062
RAB20,-0.28609017,-0.0012068804,0.10796421,-0.07738475,-0.112454504,0.06265592,-0.17433849,0.047835436,0.14192016,-0.16419812,0.088644885,-0.22855505,0.077797495,-0.06825111,0.19735926
HOXC8,0.0964674,0.52010673,0.08441655,0.30022016,0.4486067,-0.35552374,-0.34190127,0.40385422,0.43730617,0.082477786,0.12783916,-0.25759435,0.6806389,0.15409634,0.12687936
ASPM,0.21041086,0.23129795,0.23657608,0.455835,0.04724491,0.054244783,0.14572778,0.18534589,0.25510255,0.3996284,0.060743243,0.25756174,0.3541324,0.12105543,0.319223
FAM46B,-0.7285303,-1.2954588,-0.92008114,-1.6939037,-0.37127995,-0.5174689,-0.35856247,-0.3793156,-0.45995528,-1.6326687,-0.06411317,-1.2691398,-1.3615266,-0.9177364,-0.9835462
USP53,-0.15620716,-0.18926089,-0.113731235,-0.31898856,-0.09847563,-0.0689878,-0.050482016,-0.04524934,-0.09684704,-0.2597543,-0.054398205,-0.2143585,-0.25512886,-0.15184492,-0.14752018
KIF13A,-0.11968067,0.15043634,0.12376609,0.024263171,0.021206142,-0.007429888,-0.13228522,0.1192983,0.12601759,0.004025274,0.017061979,-0.11467207,0.16702105,0.024612982,0.1260913
CLRN1-AS1,-0.17612077,0.6611739,0.40839574,0.9299815,0.23638718,-0.21809673,-0.38951245,0.6148385,1.2257339,0.17594628,0.68963295,-0.37795833,1.3607552,0.07004258,1.0395662
CAVIN1,-0.101832755,0.5405924,0.4091876,0.38512236,0.13885139,0.10453299,-0.23455791,0.28295997,0.32720628,0.28783587,0.0667473,0.0011548981,0.61412406,0.23910137,0.4332939
PPP3CA,-0.31511822,-0.2706042,-0.20483327,-0.5071285,-0.074066795,-0.19976115,-0.23234446,-0.009701187,-0.018995445,-0.5175423,0.00460479,-0.50132203,-0.26307154,-0.25925884,-0.20246589
RDH16,-0.07427911,-1.6671745,-1.4852957,-2.437009,-0.15826654,-0.5224316,0.052205373,-0.9315303,-1.8253912,-1.5745609,-0.85445136,-0.6837389,-2.535712,-0.73023933,-2.3699949
KCNK6,0.25163817,0.5392987,0.2928638,0.4476459,0.23679055,0.09384606,0.024765782,0.17708032,0.06556258,0.5301668,-0.09184328,0.35976884,0.44938776,0.35951394,0.17061564
RAB31,-0.2629489,-0.22860408,-0.1688992,-0.7216338,-0.035375476,-0.1768446,-0.22746284,-0.016595956,-0.30701974,-0.458151,-0.27381492,-0.44691095,-0.4754852,-0.20324865,-0.47342774
CASTOR1,-0.49520826,-1.4088957,-1.0350547,-1.9147612,-0.3753396,-0.42694834,-0.122873306,-0.5848929,-0.981159,-1.5011919,-0.39143816,-0.95114404,-1.8140043,-0.8358633,-1.4196543
HIST1H2BD,0.2447073,0.32054853,0.2803156,0.5520998,0.0052163764,0.4089012,0.23348017,-0.11143983,-0.077869415,0.56007487,0.021631397,0.63528204,0.27762043,0.37912747,0.30442876
KRT19,0.10217959,0.066624254,0.07170489,0.17494115,-0.021487975,0.13066922,0.11843222,-0.049407206,-0.039691422,0.19057767,-0.0038699333,0.22013335,0.0399024,0.09949392,0.07309051
CHRDL2,-1.1231345,-1.6583781,-1.1874084,-2.4056878,-0.484171,-0.47011524,-0.6608745,-0.670191,-0.82745135,-2.2871442,-0.0966896,-1.6587446,-1.8213695,-1.0193518,-1.3190519
MXD3,0.24304122,0.30900955,0.33908176,0.63926226,0.012256601,0.16686665,0.21701303,0.17892449,0.2949129,0.5585846,0.08959071,0.40044928,0.44716373,0.17897828,0.4557566
AC090616.7,-0.100982375,0.7453898,0.47673345,1.031771,0.284152,-0.298236,-0.34977216,0.73185134,1.2790619,0.27473012,0.63730484,-0.3957169,1.4283667,0.019379552,1.019268
MIR205HG,0.091602854,0.18606968,0.039606415,0.22113577,0.13448662,0.07475792,-0.050298173,-0.026869254,0.023615282,0.11211283,0.08881756,0.14268827,0.24508475,0.19640145,0.10275902
AC008735.2,0.5114074,1.2033032,1.1071395,1.8614707,0.056353796,0.8546507,0.43347153,0.25221115,0.5467067,1.616578,0.25848418,1.3044312,1.3860005,0.8818774,1.3580414
PCP4,0.18421076,0.6571414,0.5854542,1.0137289,0.055896986,0.40800261,0.124539115,0.18362851,0.4428079,0.7920346,0.24125491,0.5906087,0.86962765,0.4487916,0.8254128
HEG1,-0.5797936,-0.3532247,-0.2198164,-0.6860209,-0.13297024,-0.30574045,-0.42158338,0.08113225,0.13233538,-0.78346556,0.07951536,-0.8709813,-0.26068935,-0.4510044,-0.17224307
CLIC3,0.19148473,0.17911085,0.2236768,0.40860853,-0.07089926,0.31500697,0.25275922,-0.07442575,-0.048099093,0.45043087,-0.00930278,0.49001205,0.13255453,0.22617503,0.24041171
HOXB6,0.6987113,1.4822049,1.0484014,1.8151789,0.41210616,0.6550646,0.2750377,0.38091925,0.45888388,1.7384844,0.077302955,1.3336344,1.5236132,1.0718797,1.0834098
KPNA5,0.060416173,0.41387677,0.268056,0.4473155,0.13760822,0.08503839,-0.06764596,0.17096227,0.25520736,0.3079903,0.12521894,0.14231269,0.5257613,0.22715749,0.34550712
AL512488.1,-0.7357665,-0.11504818,0.14779621,-0.19742987,-0.29102278,0.082930505,-0.46156177,0.084277034,0.49034566,-0.555642,0.39690614,-0.67102975,0.23488535,-0.2076351,0.54297674
AC060766.4,-0.7107486,-0.101882376,0.14545336,-0.04201861,-0.2431113,-0.26765618,-0.42268535,0.38480973,0.8254414,-0.59144795,0.48653585,-0.96823174,0.40323442,-0.5317205,0.58239204
LMCD1,0.07516648,0.34929106,0.3164457,0.4366023,0.01899961,0.22215173,0.060653307,0.094481036,0.14623427,0.41560444,0.039525256,0.30272326,0.37171468,0.23472378,0.3527781
PANX2,0.30357718,0.5496949,0.31390977,0.5104289,0.2300194,0.18539399,0.056564886,0.12419899,0.020418432,0.5950913,-0.090654306,0.45385942,0.4449608,0.4275916,0.18552369
KRTAP3-3,0.108515695,0.5411228,0.5278071,0.8304226,-0.028548129,0.46066168,0.14105862,0.08793868,0.27346498,0.6775005,0.18008584,0.5464722,0.6599902,0.39343822,0.70140207
TACC1,-0.10562912,0.40691286,0.3134237,0.3301993,0.09635491,-0.034513574,-0.18859957,0.32625958,0.43237567,0.18591136,0.11900247,-0.111548536,0.55398434,0.095670424,0.4273583
RNLS,-0.76580304,-0.14801162,0.40449247,0.4495051,-0.5869335,0.23415858,-0.19792406,0.19902526,1.0524237,-0.3667328,0.81076765,-0.5638617,0.6184024,-0.36902928,1.3114805
CLSTN2,-0.092151284,0.25853205,0.23372988,0.36243635,0.04431874,0.014017308,-0.12866232,0.21541482,0.41560152,0.12352282,0.22561619,-0.07053289,0.5036549,0.052347716,0.4331603
TUBB2B,-0.037484422,0.48073024,0.4212893,0.4826732,0.11207745,0.026655067,-0.16025864,0.38668486,0.49895874,0.33437765,0.12531283,-0.034017395,0.66493064,0.14346923,0.51438856
USP1,-0.08124256,0.27904105,0.27107772,0.20174229,0.021516414,0.016988747,-0.09559925,0.23866835,0.25705844,0.18424451,0.010422413,-0.049014304,0.32177255,0.05407389,0.27937296
AC078864.1,-0.73214924,-1.5883672,-1.118609,-1.8813614,-0.4355833,-0.7191177,-0.2901532,-0.3692956,-0.4279441,-1.8640363,-0.025956744,-1.4738556,-1.5748119,-1.1808064,-1.1334925
SNPH,0.75360066,1.348447,0.8528101,1.8439642,0.4832649,0.7113319,0.23368345,0.1568807,0.37159535,1.5505235,0.2812686,1.3942592,1.5522614,1.1615748,1.061999
ATF4,0.20777866,0.45152783,0.37235922,0.5637994,0.07619643,0.22643465,0.12808008,0.1367127,0.14445566,0.5756232,-0.009147088,0.43706557,0.44332168,0.3125896,0.37176558
ELOVL5,-0.12232531,-0.40118226,-0.32303557,-0.6151921,-0.07637397,-0.15335687,-0.04661414,-0.1660631,-0.34079012,-0.44203827,-0.16994207,-0.28417018,-0.5698522,-0.23406772,-0.49729702
APOE,0.03944514,0.23656726,0.30892754,0.55313116,-0.08795931,0.3845745,0.11178038,-0.048932545,0.16048947,0.37986106,0.19315422,0.38400888,0.381999,0.23886196,0.50122625
SLC31A2,-0.5333302,-0.36894292,-0.17298059,-0.60690665,-0.19517389,-0.17168233,-0.3328105,-0.0019926028,0.077702194,-0.70175725,0.086141214,-0.70081365,-0.27847755,-0.3738589,-0.08292654
MT-ND1,-0.295564,-0.5690779,-0.4300686,-0.031345814,-0.16101016,-0.31112966,-0.13156156,-0.065235324,0.55143446,-0.73678035,0.6621744,-0.62255615,0.06878905,-0.49774897,0.2664815
PGF,-1.1962603,-1.6115174,-0.97429246,-1.6866027,-0.62057036,-0.62764925,-0.577546,-0.27625886,0.12676977,-2.1261568,0.4251607,-1.8918047,-1.187745,-1.3468271,-0.5619439
SLC6A6,-0.3396566,-0.4947746,-0.43330923,-0.9158942,-0.04923529,-0.30284002,-0.28994417,-0.1353938,-0.31511566,-0.78625154,-0.14577611,-0.65485805,-0.63172346,-0.35662892,-0.614687
TTC14,-0.13761722,-0.049771804,-0.06871387,-0.07869239,0.009606904,-0.10763037,-0.14528118,0.040510554,0.1376227,-0.22672701,0.124657,-0.2460575,0.07024788,-0.087903336,0.05419155
FOLR1,0.059927672,0.42038774,0.47716466,0.79950833,-0.06866615,0.39533687,0.12168129,0.10075678,0.38270164,0.571272,0.25721672,0.44105977,0.64748883,0.29072258,0.74160415
LFNG,0.59455323,0.9060784,0.60192406,0.99643546,0.3026652,0.4488046,0.2862575,0.14809634,-0.03299714,1.2095894,-0.18734859,1.0367146,0.7034301,0.74515164,0.38067153
KRBOX1,0.6112486,1.1234732,0.76027685,1.4608146,0.35884708,0.47095835,0.2216606,0.2978516,0.40782294,1.3231895,0.12918918,1.0366653,1.2365007,0.8468299,0.87325275
PRKAR2A,-0.11958466,0.008955553,-0.025124531,-0.17942871,0.039891057,-0.13504554,-0.14927912,0.09282453,0.03846791,-0.16383943,-0.03237162,-0.24048482,-0.0036852018,-0.07519174,-0.07543161
SLC10A1,-1.2061421,-2.3169878,-2.0334363,-3.3084853,-0.26431742,-1.2274338,-0.9690891,-0.75038147,-0.97385,-3.3079722,-0.068410195,-2.5188627,-2.4056518,-1.5281225,-2.1715648
UXT-AS1,-0.15218748,0.4470916,0.39639214,0.91350526,0.026434863,0.19516365,-0.1992584,0.24851382,0.8990581,0.24154751,0.68216175,0.008819413,1.0850077,0.2163613,1.0727868
BCHE,0.30599228,0.76701576,0.71320266,1.2685214,0.027022982,0.49410585,0.2839128,0.23177685,0.51213104,1.0496784,0.24991399,0.8117649,0.9938175,0.51544446,0.99483216
SYT8,-0.079537585,-0.29397035,-0.24143627,-0.46556368,-0.05168502,-0.09836752,-0.030963883,-0.13532826,-0.28847435,-0.31718296,-0.14656644,-0.19477013,-0.44164145,-0.16046616,-0.3955605
PCDHB3,0.6920032,0.915451,0.3763648,1.4040908,0.5209994,0.18744035,0.14168538,0.21124697,0.4961928,0.98954463,0.36284596,0.8220224,1.2340825,0.72533625,0.6867008
KCNN4,-0.15803337,-0.4876607,-0.5759619,-0.5809891,0.053190626,-0.18804978,-0.22873794,-0.3407195,-0.30617213,-0.73718184,0.12205432,-0.43514082,-0.44902286,-0.20038483,-0.5353098
RPS6KA5,-0.3881059,-0.7830356,-0.57737446,-1.1512033,-0.18965994,-0.4020901,-0.18552461,-0.17704068,-0.3768531,-0.9641998,-0.18562274,-0.7775388,-0.93881464,-0.5874559,-0.7632658
CYP4Z1,-0.7116071,-1.3693879,-1.003443,-1.7481023,-0.33625826,-0.58589786,-0.37620693,-0.3827998,-0.47101796,-1.711917,-0.04534929,-1.3327754,-1.4015787,-0.9749314,-1.0723735
ZNF165,0.009734535,-0.08749776,-0.04780524,-0.1256835,0.0067797033,-0.045990746,-0.021592442,-0.0018098905,-0.03919277,-0.086338304,-0.031330347,-0.041028365,-0.08116482,-0.019110048,-0.06599924
NCEH1,-0.12140252,0.24234854,0.18036799,0.24192187,0.06073775,-0.033409584,-0.1746549,0.204748,0.36789697,0.034698322,0.18803072,-0.13870789,0.4388898,0.048306774,0.36339068
CEBPB-AS1,-0.5288518,-0.0727745,0.07502312,-0.44212773,-0.13982564,-0.112243496,-0.37748784,0.16765499,0.17939952,-0.46026725,0.025098622,-0.6237086,-0.026556857,-0.22990942,0.08572167
LGALS3BP,0.049492754,0.34415668,0.2868771,0.50470954,0.053193465,0.17929938,-0.005052618,0.109552175,0.25973356,0.3245223,0.16705967,0.21519104,0.49541298,0.21469414,0.44081947
AC120498.4,0.5235517,1.2144808,0.9849719,1.4212879,0.17806827,0.7575473,0.3374669,0.21600977,0.15656513,1.5343171,-0.09127692,1.2386755,1.0494518,0.9180878,0.8636761
SLC40A1,-0.09804162,0.031409964,0.07917629,0.034667004,-0.05402251,0.047374222,-0.04061977,0.032922946,0.087465696,-0.009836414,0.052117147,-0.042930342,0.079696365,-0.0061258757,0.13841157
MMRN2,0.18978013,0.42033237,0.1937481,0.37063834,0.19855286,0.08584252,-0.009988946,0.103082895,0.066467494,0.3725511,-0.0146791795,0.27091485,0.3791532,0.30728835,0.16004023
PSPH,0.34045264,1.0799552,0.82344323,1.414618,0.24002393,0.43651333,0.09974195,0.37270203,0.62614435,1.1514271,0.24937798,0.7887244,1.3147304,0.69156796,1.0722151
AC116407.1,0.008996042,-0.30896512,-0.18284503,-0.4030772,-0.17608881,0.144894,0.17526053,-0.31164503,-0.5185894,-0.13501513,-0.23709562,0.13441752,-0.6072486,-0.039507307,-0.37997168
HJURP,0.07560253,0.3621198,0.39714488,0.51005983,0.022213126,0.06296686,0.043049525,0.32716733,0.427627,0.434429,0.07651894,0.14678054,0.51675254,0.10936622,0.50231963
EGFR,-1.1803341,-1.3297169,-0.901878,-1.951464,-0.4134334,-0.69906384,-0.7517312,-0.19006318,-0.13504633,-2.071592,0.10388602,-1.8784679,-1.20788,-1.1332498,-0.81942374
SYCP1,-0.7924501,-0.66141033,-0.20811795,-0.45588964,-0.4407088,-0.22678392,-0.37254462,0.050518308,0.5917761,-1.0676168,0.569689,-1.0501161,-0.08564079,-0.672772,0.43934152
CYP2E1,0.045722138,0.16645654,0.049916517,0.21119761,0.0969325,-0.04129073,-0.04733343,0.09272799,0.18227708,0.085982956,0.11740366,-0.0013620605,0.265929,0.07321465,0.14309055
AZGP1,-0.155978,-0.8357883,-0.61759454,-1.0470134,-0.23115703,-0.21620403,0.06822523,-0.38305163,-0.6439235,-0.7544254,-0.27712575,-0.3931292,-1.1269147,-0.45733657,-0.8661514
IGSF9,0.18476689,0.6541828,0.47160006,0.80499065,0.17374727,0.21881194,0.012684784,0.24248892,0.3845241,0.6453933,0.1484821,0.41216713,0.7960179,0.4047571,0.6088444
SLC38A1,-0.15019485,-0.17172292,-0.14503358,-0.35153082,-0.027177509,-0.12608764,-0.11915311,-0.02223793,-0.0908083,-0.3032287,-0.05484854,-0.27027604,-0.21834695,-0.14209619,-0.19939706
AL117329.1,0.19023609,0.35052496,0.24148318,0.71109587,0.07727434,0.25974625,0.098615,0.0075020907,0.26803413,0.41934228,0.2888071,0.41110805,0.57669765,0.3180884,0.5187159
SUZ12,-0.059154768,0.1127121,0.070022956,0.025736323,0.05264876,-0.073301375,-0.10562793,0.13276082,0.139464,-0.00411268,0.018205006,-0.11663543,0.153623,-0.0027356562,0.08139221
AC092807.2,0.12704681,-0.53388584,-0.72702575,-0.67100614,0.18825434,-0.6974816,-0.04298432,-0.0498933,-0.22573616,-0.6961976,-0.08202287,-0.61896306,-0.60422844,-0.48279527,-0.89619726
GLRX,-0.06997301,-0.7814966,-0.64832634,-1.2290771,-0.12792759,-0.11339536,0.040609393,-0.5187709,-1.0286248,-0.7039981,-0.5067084,-0.22310415,-1.3093928,-0.28008708,-1.1613665
VIM-AS1,-0.44502294,-0.67533576,-0.48255268,-0.846171,-0.21217737,-0.31047282,-0.22563237,-0.1580218,-0.14470322,-0.9228121,0.046803534,-0.8243749,-0.6608684,-0.5688243,-0.50129825
KRT5,-0.3908946,-1.3097857,-1.1546786,-1.1848547,-0.1440555,-0.40812463,-0.29787764,-0.63433415,-0.38024825,-1.5709779,0.36484995,-0.92271805,-1.0086125,-0.6570746,-0.8209919
AL355388.2,0.27174693,1.0069766,0.66027874,1.0159419,0.30904803,0.40619093,-0.048795808,0.2450186,0.30727673,0.92548895,0.0830575,0.6545712,1.033831,0.7257294,0.6941664
ATP2A3,0.2833627,0.22822115,0.17374927,0.31457728,0.03780511,0.17565927,0.25034827,-0.0021980952,-0.12570032,0.4766377,-0.14108649,0.46365777,0.074304536,0.21645246,0.04026955
ZNF217,0.009369234,0.02077277,0.017078783,-0.0018124679,-0.0035066765,0.04405008,0.01586663,-0.026927771,-0.0600397,0.02688053,-0.02610797,0.054609966,-0.013133878,0.03952169,-0.007864286
SKAP2,-0.22776821,-0.15670726,-0.14488743,-0.30197963,-0.004042616,-0.18018097,-0.22920911,0.02955941,0.08459437,-0.41179618,0.08388271,-0.40790212,-0.06075914,-0.16207626,-0.05795763
LINC00886,-1.0992177,-0.60019153,-0.19287227,-0.7382082,-0.40456858,-0.30734712,-0.6898027,0.12439341,0.6461914,-1.2988061,0.54415613,-1.3957512,-0.05366625,-0.7151398,0.37147057
CDKN2B,-0.48138848,-1.4294487,-1.2180438,-1.8866191,-0.2040058,-0.6380243,-0.29524225,-0.55031306,-0.7839925,-1.7237996,-0.18163624,-1.1593087,-1.6255404,-0.85633796,-1.4070677
PCDH9,-0.31640396,0.0619414,0.18102388,-0.10296677,-0.09805629,-0.08373948,-0.20779534,0.2502588,0.2821246,-0.1542981,0.039257538,-0.40117782,0.1337509,-0.17643616,0.20377812
BIRC5,0.10160308,0.19769688,0.19779365,0.35924396,0.016207146,0.08020857,0.07850815,0.119111024,0.20493115,0.2819062,0.076749295,0.17631552,0.2940324,0.101615734,0.28421804
UBALD2,0.1371675,-0.088803545,-0.023720335,0.06435427,-0.025046159,0.011092089,0.14251845,-0.02558048,-0.025515068,0.077250235,-0.0069620344,0.13050917,-0.05797681,-0.011760587,-0.008184407
AL512363.1,-0.080908306,0.10398374,0.010738833,0.26676658,0.04439555,0.04606225,-0.13627128,-0.016688436,0.24295896,-0.098361835,0.31795117,-0.09977095,0.3458564,0.06453759,0.28353468
AGRN,0.228301,0.331843,0.19068275,1.0234416,0.14166681,-0.09199583,0.09497639,0.286512,0.80610144,0.353736,0.58259857,0.066678226,0.9006492,0.010552007,0.6833748
KCNJ11,-1.2000725,-1.3388096,-0.8160724,-1.6277792,-0.52823484,-0.63071996,-0.65744776,-0.15207784,0.18147078,-1.9766426,0.35081822,-1.8195428,-0.9839831,-1.1781203,-0.44640648
SOWAHC,0.26504374,0.7131268,0.47199434,0.5756394,0.23327492,0.2681785,0.04224529,0.18427178,0.002308866,0.74183285,-0.16759332,0.535451,0.53330946,0.49746284,0.25836936
AC114495.1,0.3686476,0.8527226,0.8310791,1.4211549,0.013552591,0.5942563,0.3481397,0.24905655,0.47835338,1.2280607,0.20342086,0.8758277,1.0128651,0.5267733,0.95831877
PDE8B,-0.9737197,-1.3763932,-0.9503593,-1.6604815,-0.46249098,-0.65346193,-0.50247216,-0.2660603,-0.050700035,-1.9144061,0.24151555,-1.6233801,-1.1555567,-1.100859,-0.6597338
HIGD2B,0.7406811,1.4714636,1.1295391,1.6507012,0.30193272,0.7615443,0.4261417,0.33154353,0.16477235,1.8541266,-0.19752027,1.459682,1.2207122,1.082157,0.8913222
AC010719.1,-0.105724014,-0.021314055,-0.015475006,-0.012096268,0.035222992,-0.29353812,-0.14046128,0.2597768,0.33629403,-0.20917854,0.11620505,-0.44348732,0.14405893,-0.25697932,0.053893663
AL138999.1,-0.09395972,-0.46606323,-0.3650481,-0.8055446,-0.111913525,-0.059523046,0.015202136,-0.2955147,-0.64446247,-0.43192685,-0.34684622,-0.17998658,-0.8358237,-0.19387875,-0.73110354
MADCAM1,0.67254305,0.980583,0.9229206,1.8891488,-0.009341332,0.7451442,0.6885939,0.18188974,0.48321274,1.6297292,0.2530153,1.3445426,1.1418643,0.6702786,1.1507761
C5orf47,-0.21230088,-0.15019824,-0.2839276,-0.2671621,0.118318155,-0.4144031,-0.3162648,0.13306071,0.26018074,-0.53662634,0.20683002,-0.6582662,0.051477034,-0.28806543,-0.14969467
ACBD5,0.023514267,0.33892596,0.28206626,0.32752463,0.056609612,0.10459112,-0.028958222,0.16558868,0.19486478,0.2962085,0.028355755,0.14573713,0.37768054,0.1797063,0.31857237
E2F7,-0.21453996,0.19330668,0.29790196,-0.0018521667,-0.070219986,-0.052455317,-0.12878314,0.33073518,0.27116036,0.08542669,-0.08830219,-0.24005854,0.17405738,-0.10590669,0.22246765
KIF11,0.10087371,0.3164085,0.30339792,0.40614387,0.0541651,0.009276109,0.041988093,0.28330344,0.32762453,0.3677387,0.031643715,0.11773303,0.41141954,0.09150406,0.3490249
GLA,0.31904468,0.30576,0.325638,0.6687706,-0.03938176,0.36027607,0.35131842,-0.015186903,0.046489876,0.67823404,0.02585327,0.6636691,0.30406418,0.29989785,0.3756932
MCM3,0.053147413,0.33419496,0.27568814,0.28719792,0.05755838,0.075087056,0.0020500696,0.18760692,0.15305887,0.33171695,-0.049502272,0.13809487,0.30095753,0.14655226,0.22678496
SMR3B,0.93809885,1.2078817,0.9322672,1.8531821,0.23324206,1.0046299,0.6787662,-0.033929717,-0.024128536,1.9099326,0.0017897267,1.8628107,1.1071103,1.1630317,0.9003798
FEN1,0.012654266,0.27080032,0.27717263,0.26842314,0.00059947674,0.083022706,0.014789562,0.18651672,0.18376908,0.29340437,-0.02481546,0.10149496,0.26853058,0.09195232,0.26100832
SPATA45,0.39201346,0.54601485,0.19485879,0.5963202,0.331573,0.12326926,0.049782805,0.08614242,0.036922093,0.5599283,0.010409288,0.46136436,0.52098274,0.4442319,0.13550882
PLSCR1,-0.0027376567,0.46880713,0.4494039,0.5419413,0.02536543,0.21693091,-0.028673278,0.22773941,0.33280715,0.45085433,0.0950851,0.21487932,0.57061136,0.23657204,0.5390369
SLC22A23,-0.5513889,-0.8271338,-0.5746878,-0.964204,-0.25989786,-0.38493362,-0.2830905,-0.1706388,-0.042534534,-1.1092737,0.1420269,-0.9272417,-0.6872209,-0.6511364,-0.41559735
RCAN1,-0.6449348,-0.7306007,-0.4280098,-1.0027581,-0.29704803,-0.27460724,-0.34190738,-0.14205389,-0.09625972,-1.0546259,0.054537743,-0.9205123,-0.67355937,-0.5959514,-0.3723067
CHRM1,0.2513005,0.6446627,0.5416052,0.99547625,0.07829098,0.34632602,0.18436682,0.1998828,0.37276122,0.79764026,0.1935072,0.571391,0.795483,0.3901673,0.6966615
SEMA3C,0.18586145,0.7725582,0.61933446,1.0316457,0.13507178,0.2854693,0.054969177,0.3224558,0.55682826,0.7988966,0.22941417,0.49036515,0.99374366,0.44498897,0.85535324
rnNR3C1,-0.12485504,-0.28682196,-0.31751993,-0.5134415,0.050188698,-0.23333396,-0.18276696,-0.08509133,-0.18776803,-0.47836113,-0.061718427,-0.37909943,-0.33752376,-0.18488213,-0.41264555
AC135048.1,0.4597793,0.5554595,0.29137057,0.6171195,0.19504848,0.44849038,0.24825984,-0.14287686,-0.29305086,0.78222024,-0.14647351,0.86127234,0.30782747,0.6253322,0.117488734
WISP2,-1.244449,-1.0774586,-0.56227547,-1.096796,-0.5561553,-0.45833945,-0.68235105,-0.05859592,0.58181703,-1.7735372,0.6566068,-1.7180454,-0.4601507,-1.0396547,0.1338897
KRT18P15,-0.030183721,-0.688809,-0.48827446,-0.4455852,-0.23138505,0.08814476,0.17046471,-0.49779898,-0.43122408,-0.47320655,0.0744034,-0.020179696,-0.6978013,-0.2168259,-0.40070233
ZFP36,-0.4270376,-0.42965126,-0.26193368,-0.56360054,-0.16784337,-0.22372371,-0.25329518,-0.031866144,0.06982984,-0.6807689,0.11032498,-0.6465975,-0.31252393,-0.39673632,-0.14940536
LCN2,-0.26584792,-0.84327745,-0.704232,-0.76593894,-0.16589904,-0.19446422,-0.14769337,-0.43105215,-0.24818642,-0.96122175,0.21808252,-0.55636203,-0.6969246,-0.3963008,-0.49822736
