,gene,00 vs 01_lfc_mean,00 vs 02_lfc_mean,00 vs 04_lfc_mean,00 vs 08_lfc_mean,00 vs 18_lfc_mean,01 vs 02_lfc_mean,01 vs 04_lfc_mean,01 vs 08_lfc_mean,01 vs 18_lfc_mean,02 vs 04_lfc_mean,02 vs 08_lfc_mean,02 vs 18_lfc_mean,04 vs 08_lfc_mean,04 vs 18_lfc_mean,08 vs 18_lfc_mean,00 vs 01_lfc_median,00 vs 02_lfc_median,00 vs 04_lfc_median,00 vs 08_lfc_median,00 vs 18_lfc_median,01 vs 02_lfc_median,01 vs 04_lfc_median,01 vs 08_lfc_median,01 vs 18_lfc_median,02 vs 04_lfc_median,02 vs 08_lfc_median,02 vs 18_lfc_median,04 vs 08_lfc_median,04 vs 18_lfc_median,08 vs 18_lfc_median,00 vs 01_lfc_std,00 vs 02_lfc_std,00 vs 04_lfc_std,00 vs 08_lfc_std,00 vs 18_lfc_std,01 vs 02_lfc_std,01 vs 04_lfc_std,01 vs 08_lfc_std,01 vs 18_lfc_std,02 vs 04_lfc_std,02 vs 08_lfc_std,02 vs 18_lfc_std,04 vs 08_lfc_std,04 vs 18_lfc_std,08 vs 18_lfc_std
BBOX1,,0.48231542,-0.063617535,-0.03866236,-1.566477,-2.6642094,-0.5582377,-0.41795856,-2.0292168,-3.1544032,0.048847146,-1.4223906,-2.6927192,-1.5652977,-2.681524,-1.03579,0.561491,-0.035510063,-0.02336502,-1.6362514,-2.7896404,-0.608551,-0.41861343,-2.1201267,-3.2757626,0.106360435,-1.5243855,-2.7974672,-1.6556234,-2.8023252,-1.0969925,2.195922,2.2200089,2.3866901,2.5874238,2.7868307,2.2041097,2.3453903,2.5379903,2.7041256,2.3318534,2.568388,2.656696,2.6623654,2.8179088,3.0052836
IRX3,,0.14602982,0.2764554,0.3837612,0.39821193,0.3516938,0.13221276,0.2293661,0.2681701,0.2124877,0.10312047,0.123690866,0.08472461,0.016710956,-0.030733872,-0.043328583,0.14719343,0.28800535,0.3729515,0.40050507,0.35636044,0.140347,0.22381353,0.27236557,0.21016979,0.090918064,0.12484646,0.07985067,0.02034378,-0.025910854,-0.043285847,0.3722913,0.365036,0.4186824,0.43681765,0.45162258,0.38160202,0.42802235,0.46063083,0.46461177,0.42603314,0.46213597,0.46414235,0.49402335,0.51470965,0.53187424
OLFM1,,0.12278381,0.20760325,0.39959618,0.5822383,0.7341334,0.089853965,0.27713776,0.47106928,0.6032096,0.18337168,0.364052,0.5156624,0.18721493,0.33055985,0.139507,0.113966465,0.20950603,0.39662266,0.5838938,0.74561644,0.096710205,0.2684884,0.47531414,0.61423635,0.17618752,0.36461067,0.5223832,0.18243074,0.33631992,0.14999771,0.2883299,0.2813762,0.33254296,0.36081943,0.38510275,0.3105504,0.35642457,0.3894765,0.4145478,0.3511242,0.39322004,0.40008646,0.41982627,0.44291186,0.46519357
TOP2A,,0.045211602,0.06829701,0.10034546,0.43887794,0.51749915,0.026170706,0.060765594,0.37330213,0.46916157,0.0062989066,0.31795058,0.3985244,0.3340957,0.4025792,0.02436937,0.021367073,0.07712698,0.052135468,0.3511386,0.5233197,0.07076788,0.030586243,0.358294,0.49885654,-0.075242996,0.24698305,0.39642286,0.31257486,0.43414354,0.07618666,1.1643142,1.0616398,1.172591,1.23723,1.147047,1.1326457,1.2041872,1.2874421,1.1997764,1.150156,1.2151684,1.1391677,1.3019613,1.2412329,1.3110533
AC037198.3,,0.14833447,0.16740374,0.26595035,0.3164703,0.2250118,0.019519718,0.123973995,0.16869251,0.08752267,0.09649034,0.14546031,0.060840026,0.05059746,-0.030669516,-0.09036858,0.1505065,0.16381359,0.26655674,0.32063723,0.22995281,0.017951965,0.12358141,0.16896248,0.08496618,0.09116602,0.14544964,0.06123829,0.053322792,-0.030336857,-0.09245634,0.3190314,0.29628855,0.3082251,0.31312886,0.3042697,0.31417075,0.3247197,0.33595663,0.33256152,0.29959893,0.3198954,0.31237707,0.33281213,0.3201675,0.33217573
RIPOR3,,0.08342399,0.31351623,0.61561847,1.0924319,1.5258111,0.25971138,0.5498556,0.989974,1.4383061,0.29415134,0.76067644,1.1914833,0.49807402,0.91868216,0.42201656,0.09616041,0.3207407,0.6417923,1.1317348,1.5402498,0.24066162,0.55436754,1.0076718,1.430459,0.31155872,0.7550826,1.1868472,0.49042416,0.90148735,0.447762,0.76182425,0.72828776,0.8572478,0.91076666,0.9854261,0.78570354,0.9100268,0.9298663,1.0272927,0.88007367,0.92922944,1.0295991,1.0180205,1.0957253,1.1474615
SH3BGR,,0.19235802,0.1712957,0.45872876,0.5926569,0.68921614,-0.018408652,0.29591337,0.40954483,0.49937177,0.2968459,0.42615816,0.53224486,0.13848081,0.24673145,0.10738329,0.19554901,0.16546345,0.4452486,0.589942,0.69778824,-0.032949924,0.2729516,0.40001488,0.5035844,0.30285692,0.43673992,0.5470042,0.14359856,0.25327253,0.11152029,0.57996315,0.57276803,0.6330297,0.6184787,0.60615885,0.6238604,0.6558574,0.65344566,0.64567554,0.65550935,0.6536019,0.64443046,0.69678706,0.6692576,0.66116416
UBA6,,-0.18228853,-0.12496805,-0.20829532,-0.11718425,-0.059237413,0.05523627,-0.05383864,0.053025972,0.104676455,-0.09715255,-0.003682195,0.076511905,0.09561641,0.14779058,0.059447516,-0.17287922,-0.12927961,-0.21668005,-0.12065029,-0.05338621,0.046205997,-0.06813431,0.05535841,0.102993965,-0.10922909,-0.017613888,0.069830894,0.099402905,0.14478445,0.05736637,0.63599604,0.6067928,0.5948832,0.63418204,0.63559335,0.6114102,0.61849713,0.6325958,0.6462095,0.58049977,0.60282725,0.61524177,0.60013276,0.6112219,0.63320196
XAGE2,,0.14262272,-0.073041745,0.32082435,0.27530417,0.43142867,-0.2312081,0.22452366,0.14087453,0.26660407,0.40843862,0.36330178,0.47131616,-0.043041658,0.11325963,0.15587144,0.13752651,-0.08914757,0.30105925,0.23585701,0.41441107,-0.25879574,0.22146988,0.12588167,0.27203274,0.420444,0.33055687,0.43875074,-0.06283045,0.09488869,0.17105818,1.1695111,1.1422174,1.1613152,1.2058316,1.2449167,1.1906404,1.1960593,1.2851508,1.2967626,1.1935889,1.261969,1.2631005,1.2956319,1.2899463,1.348802
EPB41L4A-AS1,,-0.021616453,-0.06832609,0.011011248,-0.0037572074,0.1029636,-0.043187615,0.04833011,0.02029429,0.13276587,0.086741105,0.072059676,0.16547538,-0.011812275,0.096086346,0.119389795,-0.015130043,-0.075241566,0.0035500526,-0.012144566,0.08722401,-0.06688976,0.042184353,0.011213303,0.12209511,0.09386492,0.080275536,0.16257048,-0.010204792,0.08198357,0.11829615,0.45985246,0.44556484,0.46713436,0.4754752,0.45399305,0.51529884,0.51885426,0.5280753,0.5212616,0.50505036,0.5135766,0.5079287,0.5385839,0.5159004,0.525989
MCM4,,0.026752999,0.070100196,0.12793598,0.33278653,0.3512944,0.034304626,0.07796472,0.30136037,0.32813478,0.05025835,0.2582583,0.29789943,0.2087198,0.23842837,0.007934843,0.0121798515,0.07236767,0.13072443,0.32947874,0.3673606,0.043992996,0.07804775,0.30762386,0.33122778,0.042523384,0.2672081,0.32147408,0.21382523,0.24345589,0.0126132965,0.47809225,0.432661,0.47761077,0.47378275,0.48619226,0.48779058,0.5192035,0.51536596,0.5369172,0.48300883,0.4895308,0.5034532,0.5239424,0.5360027,0.53677106
SLC2A11,,0.18894924,0.31098205,0.4520845,0.4047466,0.39105704,0.14081483,0.27503827,0.2125116,0.21111754,0.13980132,0.105935365,0.07180494,-0.038966116,-0.0514448,-0.004548578,0.22760534,0.32342815,0.47154188,0.42640877,0.39539242,0.13038158,0.27336454,0.21576357,0.1902318,0.16286755,0.10407877,0.06070423,-0.035146713,-0.06134224,-0.016906261,0.57087225,0.539081,0.5586026,0.58504087,0.5531523,0.5935969,0.62031376,0.62009716,0.6005316,0.57653236,0.5984511,0.57846105,0.6094226,0.59655035,0.6030382
